set,t,rarity,pull_rate,card,number,is_pokemon,is_chase,price_on_release,current_price,popularity_index,ebay_index,set_popularity_index,next_price,next_log_return,log_return_1m,log_return_2m,log_return_3m,momentum_3m,volatility_3m,card_age,log_current_price,return_since_release,log_return_6m,momentum_6m,price_mean_3m,price_mean_6m,price_vs_mean_3m,price_vs_mean_6m,volatility_6m,history_length,popularity_chase,ebay_chase,set_popularity_chase
Silver Tempest,1,Secret Rare,0.0009090909090909,Unown VSTAR,199,True,False,7.62,8.08,0.4066817791428039,0.4011363636363636,0.557,1.32,-1.8117601359347244,1.8582801515696175,0.05861550283444914,1.9238774340554308,5.8474576271186445,2.1139337636971582,1,2.206074192613202,0.05861550283444914,,,3.3533333333333335,,2.4095427435387675,,,3,0.0,0.0,0.0
Silver Tempest,2,Holo Rare VSTAR,0.0053763440860215,Unown VSTAR,66,True,False,1.18,1.32,0.4066817791428039,0.5165998217468806,0.557,8.61,1.8752925818413597,-1.8117601359347244,0.04652001563489291,-1.7531446331002754,-0.8267716535433071,2.1154157264705034,2,0.8415671856782186,0.11211729812070621,,,5.653333333333333,,0.23349056603773585,,,4,0.0,0.0,0.0
Silver Tempest,2,Secret Rare,0.0009090909090909,Unown VSTAR,199,True,False,7.62,8.61,0.4066817791428039,0.4011363636363636,0.557,1.22,-1.9540734596944742,1.8752925818413597,0.06353244590663537,1.9218125974762528,5.833333333333333,2.123826847867967,2,2.262804222982201,0.12214794874108452,,,3.5533333333333332,,2.423076923076923,,,5,0.0,0.0,0.0
Silver Tempest,3,Holo Rare VSTAR,0.0053763440860215,Unown VSTAR,66,True,False,1.18,1.22,0.4066817791428039,0.5165998217468806,0.557,7.41,1.8039795805628303,-1.9540734596944742,-0.07878087785311434,-1.890541013787839,-0.849009900990099,2.170969641498447,3,0.7975071958841881,0.033336420267591926,0.033336420267591926,0.033898305084745894,6.003333333333333,4.678333333333334,0.20322043309272628,0.26077662985393657,2.0390495318042,6,0.0,0.0,0.0
Silver Tempest,3,Secret Rare,0.0009090909090909,Unown VSTAR,199,True,False,7.62,7.41,0.4066817791428039,0.4011363636363636,0.557,1.2,-1.820508882514041,1.8039795805628303,-0.15009387913164388,1.725198702709716,4.613636363636363,2.1905894365674863,3,2.1294214739848565,-0.027945930390559336,-0.027945930390559336,-0.027559055118110187,3.716666666666667,4.685,1.9937219730941704,1.5816435432230525,2.027994589626011,7,0.0,0.0,0.0
Silver Tempest,4,Holo Rare VSTAR,0.0053763440860215,Unown VSTAR,66,True,False,1.18,1.2,0.4066817791428039,0.5165998217468806,0.557,7.79,1.8705193030887024,-1.820508882514041,-0.016529301951210582,-1.970602761645685,-0.8606271777003485,2.132202256222499,4,0.7884573603642702,0.01680711831638119,-0.048790164169432056,-0.04761904761904767,5.746666666666666,4.6499999999999995,0.20881670533642693,0.25806451612903225,2.031698965741969,8,0.0,0.0,0.0
Silver Tempest,4,Secret Rare,0.0009090909090909,Unown VSTAR,199,True,False,7.62,7.79,0.4066817791428039,0.4011363636363636,0.557,1.13,-1.9306232271584076,1.8705193030887024,0.050010420574661416,1.8539900011374917,5.385245901639345,2.112069807107278,4,2.1736147116970854,0.022064490184102024,-0.036551012650347145,-0.03589108910891092,3.276666666666667,4.64,2.377416073245168,1.6788793103448276,2.033952549221692,9,0.0,0.0,0.0
Silver Tempest,5,Holo Rare VSTAR,0.0053763440860215,Unown VSTAR,66,True,False,1.18,1.13,0.4066817791428039,0.5165998217468806,0.557,8.15,1.9758002945285222,-1.9306232271584076,-0.06010392406970544,-1.8806128065837464,-0.8475033738191633,2.163504054809533,5,0.7561219797213337,-0.04329680575332419,-0.1554141038740304,-0.14393939393939403,5.466666666666666,4.591666666666667,0.20670731707317075,0.24609800362976403,2.055521500235349,10,0.0,0.0,0.0
Silver Tempest,5,Secret Rare,0.0009090909090909,Unown VSTAR,199,True,False,7.62,8.15,0.4066817791428039,0.4011363636363636,0.557,1.13,-1.9758002945285222,1.9758002945285222,0.04517706737011455,1.9156963704588168,5.791666666666667,2.2256052867029554,5,2.21375387928743,0.06724155755421639,-0.05490639118686798,-0.05342624854819966,3.373333333333333,4.56,2.4160079051383403,1.7872807017543861,2.0744363506575447,11,0.0,0.0,0.0
Silver Tempest,6,Holo Rare VSTAR,0.0053763440860215,Unown VSTAR,66,True,False,1.18,1.13,0.4066817791428039,0.5165998217468806,0.557,8.58,2.027216280775622,-1.9758002945285222,0.0,-1.9306232271584076,-0.8549422336328627,2.268528631574552,6,0.7561219797213337,-0.04329680575332419,-0.07663322602091607,-0.07377049180327877,5.69,4.483333333333333,0.19859402460456937,0.25204460966542747,2.078525355119221,12,0.0,0.0,0.0
Silver Tempest,6,Secret Rare,0.0009090909090909,Unown VSTAR,199,True,False,7.62,8.58,0.4066817791428039,0.4011363636363636,0.557,1.45,-1.777870357067388,2.027216280775622,0.05141598624709949,2.027216280775622,6.592920353982302,2.2964440816632665,6,2.259677591982769,0.118657543801316,0.14660347419187544,0.1578947368421053,3.47,4.468333333333334,2.472622478386167,1.92017903767251,2.1191507006394046,13,0.0,0.0,0.0
Silver Tempest,7,Holo Rare VSTAR,0.0053763440860215,Unown VSTAR,66,True,False,1.18,1.45,0.4066817791428039,0.5165998217468806,0.557,8.65,1.785995764511305,-1.777870357067388,0.24934592370823383,-1.7264543708202884,-0.8220858895705522,2.256176791380886,7,0.8960880245566356,0.20604911795490968,0.18924199963852834,0.20833333333333326,5.953333333333333,4.663333333333333,0.24356103023516237,0.31093638313080774,2.1117851318745378,14,0.0,0.0,0.0
Silver Tempest,7,Secret Rare,0.0009090909090909,Unown VSTAR,199,True,False,7.62,8.65,0.4066817791428039,0.4011363636363636,0.557,1.54,-1.7257769045182503,1.785995764511305,0.008125407443917152,2.035341688219539,6.65486725663717,2.1306498770521713,7,2.2669579153508947,0.12678295124523317,0.10471846106113103,0.11039794608472397,3.72,4.705,2.325268817204301,1.8384697130712009,2.097296436846575,15,0.0,0.0,0.0
Silver Tempest,8,Holo Rare VSTAR,0.0053763440860215,Unown VSTAR,66,True,False,1.18,1.54,0.4066817791428039,0.5165998217468806,0.557,9.67,1.8372458930396651,-1.7257769045182503,0.060218859993054874,-1.717651497074333,-0.8205128205128205,2.042727047326596,8,0.9321640810304452,0.2662679779479645,0.3095647837012887,0.36283185840707977,6.226666666666667,4.848333333333333,0.24732334047109208,0.3176349260914404,2.06058814576979,16,0.0,0.0,0.0
Silver Tempest,8,Secret Rare,0.0009090909090909,Unown VSTAR,199,True,False,7.62,9.67,0.4066817791428039,0.4011363636363636,0.557,1.82,-1.670191808376499,1.8372458930396651,0.11146898852141505,1.89746475303272,5.6689655172413795,2.042478286728102,8,2.367436065313662,0.23825193976664796,0.17101038221243164,0.1865030674846626,3.8800000000000003,4.916666666666667,2.492268041237113,1.966779661016949,2.0353329375877367,17,0.0,0.0,0.0
Silver Tempest,9,Holo Rare VSTAR,0.0053763440860215,Unown VSTAR,66,True,False,1.18,1.82,0.4066817791428039,0.5165998217468806,0.557,9.48,1.6503478151782265,-1.670191808376499,0.16705408466316624,-1.558722819855084,-0.7895953757225433,2.041255348559885,9,1.0367368849500223,0.43332206261113065,0.47661886836445494,0.610619469026549,6.62,5.17,0.27492447129909364,0.35203094777562866,1.9781641931134277,18,0.0,0.0,0.0
Silver Tempest,9,Secret Rare,0.0009090909090909,Unown VSTAR,199,True,False,7.62,9.48,0.4066817791428039,0.4011363636363636,0.557,1.9,-1.6073304300945357,1.6503478151782265,-0.019843993198272434,1.8174018998413928,5.155844155844156,1.9732812568756628,9,2.349468678892896,0.21840794656837553,0.09975040276705963,0.104895104895105,4.343333333333333,5.284999999999999,2.1826554105909444,1.7937559129612113,1.9087122624293285,19,0.0,0.0,0.0
Silver Tempest,10,Holo Rare VSTAR,0.0053763440860215,Unown VSTAR,66,True,False,1.18,1.9,0.4066817791428039,0.5165998217468806,0.557,10.48,1.7076147927205014,-1.6073304300945357,0.04301738508369064,-1.6271744232928083,-0.8035160289555325,1.899228022741516,10,1.0647107369924282,0.47633944769482134,0.2702903297399117,0.31034482758620685,6.989999999999999,5.435,0.2718168812589414,0.34958601655933763,1.8776625267670586,20,0.0,0.0,0.0
Silver Tempest,10,Secret Rare,0.0009090909090909,Unown VSTAR,199,True,False,7.62,10.48,0.4066817791428039,0.4011363636363636,0.557,1.78,-1.7728553145889023,1.7076147927205014,0.10028436262596571,1.7506321778041922,4.758241758241758,1.897569010018893,10,2.4406063908914204,0.31869230919434133,0.1919093579491082,0.21156069364161856,4.4,5.510000000000001,2.381818181818182,1.9019963702359346,1.8633458173424982,21,0.0,0.0,0.0
Silver Tempest,11,Holo Rare VSTAR,0.0053763440860215,Unown VSTAR,66,True,False,1.18,1.78,0.4066817791428039,0.5165998217468806,0.557,11.27,1.845530963747691,-1.7728553145889023,-0.06524052186840097,-1.6725709519629368,-0.8122362869198312,1.9634125260850235,11,1.0224509277025458,0.41109892582642055,0.14483094787845605,0.1558441558441559,7.286666666666666,5.815,0.2442817932296432,0.30610490111779876,1.8723055528966035,22,0.0,0.0,0.0
Silver Tempest,11,Secret Rare,0.0009090909090909,Unown VSTAR,199,True,False,7.62,11.27,0.4066817791428039,0.4011363636363636,0.557,1.67,-1.9093207016230211,1.845530963747691,0.0726756491587888,1.7802904418792902,4.931578947368421,2.050423220433596,11,2.50715725872282,0.39136795835312993,0.15311601858648197,0.1654601861427094,4.72,5.855,2.38771186440678,1.924850555081127,1.8739125414535,23,0.0,0.0,0.0
Silver Tempest,12,Holo Rare VSTAR,0.0053763440860215,Unown VSTAR,66,True,False,1.18,1.67,0.4066817791428039,0.5165998217468806,0.557,10.67,1.8546124388849983,-1.9093207016230211,-0.06378973787533009,-1.8366450524642326,-0.8406488549618321,2.1295638477573338,12,0.9820784724121582,0.34730918795109034,-0.08601287466004029,-0.08241758241758246,7.843333333333334,6.121666666666667,0.2129196770080748,0.27280152463925944,1.9191863022325506,24,0.0,0.0,0.0
Silver Tempest,0,Holo Rare V,0.005050505050505,Ursaluna V,102,True,False,0.64,0.64,0.4476164043256906,0.3785427807486631,0.557,0.67,0.0458095360312942,,,,,,0,0.49469624183610705,0.0,,,,,,,,0,0.0,0.0,0.0
Silver Tempest,1,Holo Rare V,0.005050505050505,Ursaluna V,102,True,False,0.64,0.67,0.4476164043256906,0.3785427807486631,0.557,0.7,0.04380262265839284,0.0458095360312942,,,,,1,0.5128236264286637,0.0458095360312942,,,,,,,,1,0.0,0.0,0.0
Silver Tempest,2,Holo Rare V,0.005050505050505,Ursaluna V,102,True,False,0.64,0.7,0.4476164043256906,0.3785427807486631,0.557,0.75,0.06899287148695142,0.04380262265839284,0.08961215868968714,,,,2,0.5306282510621704,0.08961215868968714,,,,,,,,2,0.0,0.0,0.0
Silver Tempest,3,Holo Rare V,0.005050505050505,Ursaluna V,102,True,False,0.64,0.75,0.4476164043256906,0.3785427807486631,0.557,0.56,-0.29213642280116114,0.06899287148695142,0.11279549414534429,0.15860503017663857,0.171875,0.014000258212979266,3,0.5596157879354227,0.15860503017663857,,,0.6699999999999999,,1.119402985074627,,,3,0.0,0.0,0.0
Silver Tempest,4,Holo Rare V,0.005050505050505,Ursaluna V,102,True,False,0.64,0.56,0.4476164043256906,0.3785427807486631,0.557,0.7,0.22314355131420957,-0.29213642280116114,-0.22314355131420957,-0.17934092865581672,-0.16417910447761186,0.20162008749681962,4,0.44468582126144574,-0.1335313926245225,,,0.7066666666666667,,0.7924528301886793,,,4,0.0,0.0,0.0
Silver Tempest,5,Holo Rare V,0.005050505050505,Ursaluna V,102,True,False,0.64,0.7,0.4476164043256906,0.3785427807486631,0.557,0.53,-0.27820332849723706,0.22314355131420957,-0.06899287148695156,0.0,0.0,0.2644775513500069,5,0.5306282510621704,0.08961215868968714,,,0.6699999999999999,,1.0447761194029852,,,5,0.0,0.0,0.0
Silver Tempest,6,Holo Rare V,0.005050505050505,Ursaluna V,102,True,False,0.64,0.53,0.4476164043256906,0.3785427807486631,0.557,0.73,0.3201675275962692,-0.27820332849723706,-0.05505977718302743,-0.3471961999841886,-0.29333333333333333,0.29355756866921695,6,0.4252677354043441,-0.18859116980755003,-0.18859116980755003,-0.171875,0.6699999999999999,0.6699999999999999,0.7910447761194032,0.7910447761194032,0.20754915278622166,6,0.0,0.0,0.0
