set,set_release_date,obs_date,t,rarity,pull_rate,card,number,is_pokemon,is_chase,price_on_release,current_price,popularity_index,ebay_index,set_popularity_index
151,2023-09-22,2026-08-24 16:00:37.865085,0,Double Rare,0.010416666666666666,Venusaur ex,003,True,False,0.85,0.85,0.6455698874513015,0.839349376114082,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,1,Double Rare,0.010416666666666666,Venusaur ex,003,True,False,0.85,0.98,0.6455698874513015,0.839349376114082,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,2,Double Rare,0.010416666666666666,Venusaur ex,003,True,False,0.85,0.67,0.6455698874513015,0.839349376114082,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,3,Double Rare,0.010416666666666666,Venusaur ex,003,True,False,0.85,0.74,0.6455698874513015,0.839349376114082,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,4,Double Rare,0.010416666666666666,Venusaur ex,003,True,False,0.85,0.76,0.6455698874513015,0.839349376114082,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,5,Double Rare,0.010416666666666666,Venusaur ex,003,True,False,0.85,0.73,0.6455698874513015,0.839349376114082,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,6,Double Rare,0.010416666666666666,Venusaur ex,003,True,False,0.85,1.03,0.6455698874513015,0.839349376114082,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,7,Double Rare,0.010416666666666666,Venusaur ex,003,True,False,0.85,1.11,0.6455698874513015,0.839349376114082,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,8,Double Rare,0.010416666666666666,Venusaur ex,003,True,False,0.85,1.26,0.6455698874513015,0.839349376114082,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,9,Double Rare,0.010416666666666666,Venusaur ex,003,True,False,0.85,1.22,0.6455698874513015,0.839349376114082,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,10,Double Rare,0.010416666666666666,Venusaur ex,003,True,False,0.85,1.07,0.6455698874513015,0.839349376114082,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,11,Double Rare,0.010416666666666666,Venusaur ex,003,True,False,0.85,1.39,0.6455698874513015,0.839349376114082,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,12,Double Rare,0.010416666666666666,Venusaur ex,003,True,False,0.85,1.25,0.6455698874513015,0.839349376114082,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,0,Double Rare,0.010416666666666666,Charizard ex,006,True,False,4.14,4.14,0.8534201954397395,0.7432040998217471,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,1,Double Rare,0.010416666666666666,Charizard ex,006,True,False,4.14,4.71,0.8534201954397395,0.7432040998217471,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,2,Double Rare,0.010416666666666666,Charizard ex,006,True,False,4.14,4.37,0.8534201954397395,0.7432040998217471,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,3,Double Rare,0.010416666666666666,Charizard ex,006,True,False,4.14,4.22,0.8534201954397395,0.7432040998217471,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,4,Double Rare,0.010416666666666666,Charizard ex,006,True,False,4.14,4.28,0.8534201954397395,0.7432040998217471,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,5,Double Rare,0.010416666666666666,Charizard ex,006,True,False,4.14,5.61,0.8534201954397395,0.7432040998217471,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,6,Double Rare,0.010416666666666666,Charizard ex,006,True,False,4.14,6.32,0.8534201954397395,0.7432040998217471,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,7,Double Rare,0.010416666666666666,Charizard ex,006,True,False,4.14,10.45,0.8534201954397395,0.7432040998217471,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,8,Double Rare,0.010416666666666666,Charizard ex,006,True,False,4.14,9.3,0.8534201954397395,0.7432040998217471,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,9,Double Rare,0.010416666666666666,Charizard ex,006,True,False,4.14,10.79,0.8534201954397395,0.7432040998217471,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,10,Double Rare,0.010416666666666666,Charizard ex,006,True,False,4.14,10.36,0.8534201954397395,0.7432040998217471,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,11,Double Rare,0.010416666666666666,Charizard ex,006,True,False,4.14,7.48,0.8534201954397395,0.7432040998217471,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,12,Double Rare,0.010416666666666666,Charizard ex,006,True,False,4.14,7.57,0.8534201954397395,0.7432040998217471,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,0,Double Rare,0.010416666666666666,Blastoise ex,009,True,False,0.86,0.86,0.6652794323883253,0.8232620320855617,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,1,Double Rare,0.010416666666666666,Blastoise ex,009,True,False,0.86,0.92,0.6652794323883253,0.8232620320855617,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,2,Double Rare,0.010416666666666666,Blastoise ex,009,True,False,0.86,0.71,0.6652794323883253,0.8232620320855617,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,3,Double Rare,0.010416666666666666,Blastoise ex,009,True,False,0.86,0.86,0.6652794323883253,0.8232620320855617,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,4,Double Rare,0.010416666666666666,Blastoise ex,009,True,False,0.86,0.99,0.6652794323883253,0.8232620320855617,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,5,Double Rare,0.010416666666666666,Blastoise ex,009,True,False,0.86,0.94,0.6652794323883253,0.8232620320855617,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,6,Double Rare,0.010416666666666666,Blastoise ex,009,True,False,0.86,1.49,0.6652794323883253,0.8232620320855617,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,7,Double Rare,0.010416666666666666,Blastoise ex,009,True,False,0.86,1.66,0.6652794323883253,0.8232620320855617,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,8,Double Rare,0.010416666666666666,Blastoise ex,009,True,False,0.86,1.88,0.6652794323883253,0.8232620320855617,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,9,Double Rare,0.010416666666666666,Blastoise ex,009,True,False,0.86,1.79,0.6652794323883253,0.8232620320855617,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,10,Double Rare,0.010416666666666666,Blastoise ex,009,True,False,0.86,2.23,0.6652794323883253,0.8232620320855617,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,11,Double Rare,0.010416666666666666,Blastoise ex,009,True,False,0.86,2.11,0.6652794323883253,0.8232620320855617,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,12,Double Rare,0.010416666666666666,Blastoise ex,009,True,False,0.86,2.56,0.6652794323883253,0.8232620320855617,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,0,Double Rare,0.010416666666666666,Arbok ex,024,True,False,0.97,0.97,0.4300493876511741,0.5858065953654189,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,1,Double Rare,0.010416666666666666,Arbok ex,024,True,False,0.97,1.04,0.4300493876511741,0.5858065953654189,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,2,Double Rare,0.010416666666666666,Arbok ex,024,True,False,0.97,0.93,0.4300493876511741,0.5858065953654189,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,3,Double Rare,0.010416666666666666,Arbok ex,024,True,False,0.97,1.09,0.4300493876511741,0.5858065953654189,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,4,Double Rare,0.010416666666666666,Arbok ex,024,True,False,0.97,0.99,0.4300493876511741,0.5858065953654189,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,5,Double Rare,0.010416666666666666,Arbok ex,024,True,False,0.97,0.9,0.4300493876511741,0.5858065953654189,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,6,Double Rare,0.010416666666666666,Arbok ex,024,True,False,0.97,1.02,0.4300493876511741,0.5858065953654189,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,7,Double Rare,0.010416666666666666,Arbok ex,024,True,False,0.97,1.25,0.4300493876511741,0.5858065953654189,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,8,Double Rare,0.010416666666666666,Arbok ex,024,True,False,0.97,1.45,0.4300493876511741,0.5858065953654189,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,9,Double Rare,0.010416666666666666,Arbok ex,024,True,False,0.97,1.51,0.4300493876511741,0.5858065953654189,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,10,Double Rare,0.010416666666666666,Arbok ex,024,True,False,0.97,1.59,0.4300493876511741,0.5858065953654189,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,11,Double Rare,0.010416666666666666,Arbok ex,024,True,False,0.97,1.51,0.4300493876511741,0.5858065953654189,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,12,Double Rare,0.010416666666666666,Arbok ex,024,True,False,0.97,1.48,0.4300493876511741,0.5858065953654189,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,0,Double Rare,0.010416666666666666,Ninetales ex,038,True,False,1.14,1.14,0.6704756241234962,0.6520944741532977,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,1,Double Rare,0.010416666666666666,Ninetales ex,038,True,False,1.14,1.08,0.6704756241234962,0.6520944741532977,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,2,Double Rare,0.010416666666666666,Ninetales ex,038,True,False,1.14,1.08,0.6704756241234962,0.6520944741532977,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,3,Double Rare,0.010416666666666666,Ninetales ex,038,True,False,1.14,1.06,0.6704756241234962,0.6520944741532977,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,4,Double Rare,0.010416666666666666,Ninetales ex,038,True,False,1.14,0.95,0.6704756241234962,0.6520944741532977,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,5,Double Rare,0.010416666666666666,Ninetales ex,038,True,False,1.14,1.01,0.6704756241234962,0.6520944741532977,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,6,Double Rare,0.010416666666666666,Ninetales ex,038,True,False,1.14,1.33,0.6704756241234962,0.6520944741532977,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,7,Double Rare,0.010416666666666666,Ninetales ex,038,True,False,1.14,2.26,0.6704756241234962,0.6520944741532977,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,8,Double Rare,0.010416666666666666,Ninetales ex,038,True,False,1.14,2.18,0.6704756241234962,0.6520944741532977,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,9,Double Rare,0.010416666666666666,Ninetales ex,038,True,False,1.14,2.17,0.6704756241234962,0.6520944741532977,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,10,Double Rare,0.010416666666666666,Ninetales ex,038,True,False,1.14,1.89,0.6704756241234962,0.6520944741532977,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,11,Double Rare,0.010416666666666666,Ninetales ex,038,True,False,1.14,2.45,0.6704756241234962,0.6520944741532977,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,12,Double Rare,0.010416666666666666,Ninetales ex,038,True,False,1.14,1.91,0.6704756241234962,0.6520944741532977,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,0,Double Rare,0.010416666666666666,Wigglytuff ex,040,True,False,0.83,0.83,0.4346251828866873,0.48696524064171126,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,1,Double Rare,0.010416666666666666,Wigglytuff ex,040,True,False,0.83,0.97,0.4346251828866873,0.48696524064171126,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,2,Double Rare,0.010416666666666666,Wigglytuff ex,040,True,False,0.83,0.82,0.4346251828866873,0.48696524064171126,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,3,Double Rare,0.010416666666666666,Wigglytuff ex,040,True,False,0.83,0.78,0.4346251828866873,0.48696524064171126,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,4,Double Rare,0.010416666666666666,Wigglytuff ex,040,True,False,0.83,0.75,0.4346251828866873,0.48696524064171126,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,5,Double Rare,0.010416666666666666,Wigglytuff ex,040,True,False,0.83,0.85,0.4346251828866873,0.48696524064171126,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,6,Double Rare,0.010416666666666666,Wigglytuff ex,040,True,False,0.83,0.97,0.4346251828866873,0.48696524064171126,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,7,Double Rare,0.010416666666666666,Wigglytuff ex,040,True,False,0.83,1.26,0.4346251828866873,0.48696524064171126,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,8,Double Rare,0.010416666666666666,Wigglytuff ex,040,True,False,0.83,1.22,0.4346251828866873,0.48696524064171126,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,9,Double Rare,0.010416666666666666,Wigglytuff ex,040,True,False,0.83,1.24,0.4346251828866873,0.48696524064171126,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,10,Double Rare,0.010416666666666666,Wigglytuff ex,040,True,False,0.83,1.15,0.4346251828866873,0.48696524064171126,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,11,Double Rare,0.010416666666666666,Wigglytuff ex,040,True,False,0.83,1.52,0.4346251828866873,0.48696524064171126,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,12,Double Rare,0.010416666666666666,Wigglytuff ex,040,True,False,0.83,1.19,0.4346251828866873,0.48696524064171126,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,0,Double Rare,0.010416666666666666,Alakazam ex,065,True,False,1.08,1.08,0.5643756192421202,0.634536541889483,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,1,Double Rare,0.010416666666666666,Alakazam ex,065,True,False,1.08,1.14,0.5643756192421202,0.634536541889483,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,2,Double Rare,0.010416666666666666,Alakazam ex,065,True,False,1.08,0.97,0.5643756192421202,0.634536541889483,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,3,Double Rare,0.010416666666666666,Alakazam ex,065,True,False,1.08,1.14,0.5643756192421202,0.634536541889483,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,4,Double Rare,0.010416666666666666,Alakazam ex,065,True,False,1.08,0.86,0.5643756192421202,0.634536541889483,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,5,Double Rare,0.010416666666666666,Alakazam ex,065,True,False,1.08,1.14,0.5643756192421202,0.634536541889483,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,6,Double Rare,0.010416666666666666,Alakazam ex,065,True,False,1.08,1.34,0.5643756192421202,0.634536541889483,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,7,Double Rare,0.010416666666666666,Alakazam ex,065,True,False,1.08,1.82,0.5643756192421202,0.634536541889483,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,8,Double Rare,0.010416666666666666,Alakazam ex,065,True,False,1.08,1.77,0.5643756192421202,0.634536541889483,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,9,Double Rare,0.010416666666666666,Alakazam ex,065,True,False,1.08,2.04,0.5643756192421202,0.634536541889483,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,10,Double Rare,0.010416666666666666,Alakazam ex,065,True,False,1.08,1.82,0.5643756192421202,0.634536541889483,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,11,Double Rare,0.010416666666666666,Alakazam ex,065,True,False,1.08,3.0,0.5643756192421202,0.634536541889483,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,12,Double Rare,0.010416666666666666,Alakazam ex,065,True,False,1.08,2.11,0.5643756192421202,0.634536541889483,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,0,Double Rare,0.010416666666666666,Golem ex,076,True,False,0.9,0.9,0.323684205318589,0.6246212121212121,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,1,Double Rare,0.010416666666666666,Golem ex,076,True,False,0.9,0.91,0.323684205318589,0.6246212121212121,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,2,Double Rare,0.010416666666666666,Golem ex,076,True,False,0.9,0.93,0.323684205318589,0.6246212121212121,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,3,Double Rare,0.010416666666666666,Golem ex,076,True,False,0.9,0.88,0.323684205318589,0.6246212121212121,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,4,Double Rare,0.010416666666666666,Golem ex,076,True,False,0.9,0.72,0.323684205318589,0.6246212121212121,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,5,Double Rare,0.010416666666666666,Golem ex,076,True,False,0.9,0.78,0.323684205318589,0.6246212121212121,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,6,Double Rare,0.010416666666666666,Golem ex,076,True,False,0.9,0.98,0.323684205318589,0.6246212121212121,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,7,Double Rare,0.010416666666666666,Golem ex,076,True,False,0.9,1.15,0.323684205318589,0.6246212121212121,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,8,Double Rare,0.010416666666666666,Golem ex,076,True,False,0.9,1.17,0.323684205318589,0.6246212121212121,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,9,Double Rare,0.010416666666666666,Golem ex,076,True,False,0.9,1.22,0.323684205318589,0.6246212121212121,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,10,Double Rare,0.010416666666666666,Golem ex,076,True,False,0.9,1.22,0.323684205318589,0.6246212121212121,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,11,Double Rare,0.010416666666666666,Golem ex,076,True,False,0.9,1.15,0.323684205318589,0.6246212121212121,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,12,Double Rare,0.010416666666666666,Golem ex,076,True,False,0.9,1.08,0.323684205318589,0.6246212121212121,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,0,Double Rare,0.010416666666666666,Kangaskhan ex,115,True,False,1.04,1.04,0.5000219332095838,0.6609402852049912,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,1,Double Rare,0.010416666666666666,Kangaskhan ex,115,True,False,1.04,1.04,0.5000219332095838,0.6609402852049912,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,2,Double Rare,0.010416666666666666,Kangaskhan ex,115,True,False,1.04,0.88,0.5000219332095838,0.6609402852049912,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,3,Double Rare,0.010416666666666666,Kangaskhan ex,115,True,False,1.04,0.89,0.5000219332095838,0.6609402852049912,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,4,Double Rare,0.010416666666666666,Kangaskhan ex,115,True,False,1.04,0.68,0.5000219332095838,0.6609402852049912,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,5,Double Rare,0.010416666666666666,Kangaskhan ex,115,True,False,1.04,0.82,0.5000219332095838,0.6609402852049912,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,6,Double Rare,0.010416666666666666,Kangaskhan ex,115,True,False,1.04,0.96,0.5000219332095838,0.6609402852049912,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,7,Double Rare,0.010416666666666666,Kangaskhan ex,115,True,False,1.04,1.24,0.5000219332095838,0.6609402852049912,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,8,Double Rare,0.010416666666666666,Kangaskhan ex,115,True,False,1.04,1.11,0.5000219332095838,0.6609402852049912,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,9,Double Rare,0.010416666666666666,Kangaskhan ex,115,True,False,1.04,1.18,0.5000219332095838,0.6609402852049912,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,10,Double Rare,0.010416666666666666,Kangaskhan ex,115,True,False,1.04,1.06,0.5000219332095838,0.6609402852049912,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,11,Double Rare,0.010416666666666666,Kangaskhan ex,115,True,False,1.04,1.1,0.5000219332095838,0.6609402852049912,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,12,Double Rare,0.010416666666666666,Kangaskhan ex,115,True,False,1.04,0.99,0.5000219332095838,0.6609402852049912,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,0,Double Rare,0.010416666666666666,Jynx ex,124,True,False,0.96,0.96,0.13129499606191697,0.6135918003565063,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,1,Double Rare,0.010416666666666666,Jynx ex,124,True,False,0.96,0.94,0.13129499606191697,0.6135918003565063,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,2,Double Rare,0.010416666666666666,Jynx ex,124,True,False,0.96,0.88,0.13129499606191697,0.6135918003565063,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,3,Double Rare,0.010416666666666666,Jynx ex,124,True,False,0.96,0.9,0.13129499606191697,0.6135918003565063,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,4,Double Rare,0.010416666666666666,Jynx ex,124,True,False,0.96,0.82,0.13129499606191697,0.6135918003565063,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,5,Double Rare,0.010416666666666666,Jynx ex,124,True,False,0.96,0.76,0.13129499606191697,0.6135918003565063,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,6,Double Rare,0.010416666666666666,Jynx ex,124,True,False,0.96,0.93,0.13129499606191697,0.6135918003565063,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,7,Double Rare,0.010416666666666666,Jynx ex,124,True,False,0.96,1.33,0.13129499606191697,0.6135918003565063,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,8,Double Rare,0.010416666666666666,Jynx ex,124,True,False,0.96,1.11,0.13129499606191697,0.6135918003565063,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,9,Double Rare,0.010416666666666666,Jynx ex,124,True,False,0.96,1.29,0.13129499606191697,0.6135918003565063,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,10,Double Rare,0.010416666666666666,Jynx ex,124,True,False,0.96,1.25,0.13129499606191697,0.6135918003565063,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,11,Double Rare,0.010416666666666666,Jynx ex,124,True,False,0.96,1.45,0.13129499606191697,0.6135918003565063,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,12,Double Rare,0.010416666666666666,Jynx ex,124,True,False,0.96,1.44,0.13129499606191697,0.6135918003565063,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,0,Double Rare,0.010416666666666666,Zapdos ex,145,True,False,1.11,1.11,0.6016088091685432,0.7285427807486631,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,1,Double Rare,0.010416666666666666,Zapdos ex,145,True,False,1.11,1.21,0.6016088091685432,0.7285427807486631,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,2,Double Rare,0.010416666666666666,Zapdos ex,145,True,False,1.11,1.12,0.6016088091685432,0.7285427807486631,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,3,Double Rare,0.010416666666666666,Zapdos ex,145,True,False,1.11,1.18,0.6016088091685432,0.7285427807486631,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,4,Double Rare,0.010416666666666666,Zapdos ex,145,True,False,1.11,1.05,0.6016088091685432,0.7285427807486631,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,5,Double Rare,0.010416666666666666,Zapdos ex,145,True,False,1.11,0.86,0.6016088091685432,0.7285427807486631,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,6,Double Rare,0.010416666666666666,Zapdos ex,145,True,False,1.11,1.32,0.6016088091685432,0.7285427807486631,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,7,Double Rare,0.010416666666666666,Zapdos ex,145,True,False,1.11,1.33,0.6016088091685432,0.7285427807486631,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,8,Double Rare,0.010416666666666666,Zapdos ex,145,True,False,1.11,1.83,0.6016088091685432,0.7285427807486631,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,9,Double Rare,0.010416666666666666,Zapdos ex,145,True,False,1.11,1.31,0.6016088091685432,0.7285427807486631,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,10,Double Rare,0.010416666666666666,Zapdos ex,145,True,False,1.11,1.54,0.6016088091685432,0.7285427807486631,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,11,Double Rare,0.010416666666666666,Zapdos ex,145,True,False,1.11,1.92,0.6016088091685432,0.7285427807486631,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,12,Double Rare,0.010416666666666666,Zapdos ex,145,True,False,1.11,1.53,0.6016088091685432,0.7285427807486631,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,0,Double Rare,0.010416666666666666,Mew ex,151,True,False,6.24,6.24,0.7456298492182541,0.7871657754010695,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,1,Double Rare,0.010416666666666666,Mew ex,151,True,False,6.24,6.48,0.7456298492182541,0.7871657754010695,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,2,Double Rare,0.010416666666666666,Mew ex,151,True,False,6.24,6.8,0.7456298492182541,0.7871657754010695,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,3,Double Rare,0.010416666666666666,Mew ex,151,True,False,6.24,7.77,0.7456298492182541,0.7871657754010695,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,4,Double Rare,0.010416666666666666,Mew ex,151,True,False,6.24,7.55,0.7456298492182541,0.7871657754010695,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,5,Double Rare,0.010416666666666666,Mew ex,151,True,False,6.24,6.42,0.7456298492182541,0.7871657754010695,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,6,Double Rare,0.010416666666666666,Mew ex,151,True,False,6.24,6.9,0.7456298492182541,0.7871657754010695,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,7,Double Rare,0.010416666666666666,Mew ex,151,True,False,6.24,11.73,0.7456298492182541,0.7871657754010695,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,8,Double Rare,0.010416666666666666,Mew ex,151,True,False,6.24,7.38,0.7456298492182541,0.7871657754010695,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,9,Double Rare,0.010416666666666666,Mew ex,151,True,False,6.24,9.62,0.7456298492182541,0.7871657754010695,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,10,Double Rare,0.010416666666666666,Mew ex,151,True,False,6.24,8.81,0.7456298492182541,0.7871657754010695,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,11,Double Rare,0.010416666666666666,Mew ex,151,True,False,6.24,8.33,0.7456298492182541,0.7871657754010695,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,12,Double Rare,0.010416666666666666,Mew ex,151,True,False,6.24,7.6,0.7456298492182541,0.7871657754010695,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,0,Illustration Rare,0.005208333333333333,Bulbasaur,166,True,True,37.16,37.16,0.6716022984684352,0.7897504456327986,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,1,Illustration Rare,0.005208333333333333,Bulbasaur,166,True,True,37.16,54.29,0.6716022984684352,0.7897504456327986,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,2,Illustration Rare,0.005208333333333333,Bulbasaur,166,True,True,37.16,42.89,0.6716022984684352,0.7897504456327986,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,3,Illustration Rare,0.005208333333333333,Bulbasaur,166,True,True,37.16,36.92,0.6716022984684352,0.7897504456327986,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,4,Illustration Rare,0.005208333333333333,Bulbasaur,166,True,True,37.16,41.52,0.6716022984684352,0.7897504456327986,0.811
151,2023-09-22,2026-08-24 16:00:37.865085,5,Illustration Rare,0.005208333333333333,Bulbasaur,166,True,True,37.16,38.48,0.6716022984684352,0.7897504456327986,0.811
