iter	Quantile:alpha=0.9
133	0.07074995379
134	0.070546278
135	0.07033416241
136	0.0700875376
137	0.06982206124
138	0.06956913331
139	0.06931187001
140	0.06911313026
141	0.06892821336
142	0.06874891675
143	0.06859465851
144	0.06836095644
145	0.06810976688
146	0.06796527751
147	0.0677585117
148	0.06759716016
149	0.06743527749
150	0.06728036141
151	0.06715044873
152	0.06696364956
153	0.06681855487
154	0.06657967901
155	0.06647031226
156	0.06625789757
157	0.06616877069
158	0.06599951035
159	0.06587951596
160	0.06568046664
161	0.06557304126
162	0.06542210521
163	0.06530643938
164	0.06515086014
165	0.06495348146
166	0.06477427141
167	0.06461019969
168	0.06451767463
169	0.06440935774
170	0.06428310086
171	0.06413098628
172	0.06401378935
173	0.06387888514
174	0.06378446201
175	0.06364763571
176	0.06348486029
177	0.06339982426
178	0.06330933829
179	0.06321256188
180	0.06314344289
181	0.06302792719
182	0.06290747579
183	0.06281159191
184	0.06271069857
185	0.06262024133
186	0.06254032685
187	0.06248082047
188	0.06242915844
189	0.06234269289
190	0.06225603022
191	0.06217953904
192	0.06213502155
193	0.0620940163
194	0.06197083335
195	0.06192681389
196	0.06181597143
197	0.06178039618
198	0.06174283522
199	0.06160750615
200	0.06147784817
201	0.06139326275
202	0.06134015258
203	0.06130844046
204	0.06118184585
205	0.0611265769
206	0.06105626897
207	0.06100763796
208	0.06094560342
209	0.06089860929
210	0.06086740098
211	0.06083017853
212	0.06070260348
213	0.06067869015
214	0.06059154665
215	0.06051544693
216	0.06045634871
217	0.06037597102
218	0.06035210327
219	0.06025642068
220	0.06017843398
221	0.06012943189
222	0.05999602516
223	0.05996566608
224	0.05984933152
225	0.05979428982
226	0.05969120073
227	0.05965521624
228	0.05959259785
229	0.05953380014
230	0.0594972964
231	0.05944449068
232	0.05938651698
233	0.05929132772
234	0.05925123821
235	0.0591866785
236	0.05915178509
237	0.05908334952
238	0.05904762394
239	0.05896461011
240	0.05892817272
241	0.05884414628
242	0.05881909467
243	0.05875823012
244	0.05871758558
245	0.05865973693
246	0.05859598453
247	0.05854384108
248	0.05850617718
249	0.0584745804
250	0.05843446421
251	0.05832509834
252	0.05828010004
253	0.05818017293
254	0.05816000749
255	0.05809976466
256	0.0580523415
257	0.05802918998
258	0.05800813712
259	0.05794178957
260	0.05788923082
261	0.05785957738
262	0.05782729676
263	0.05776334975
264	0.0576656912
265	0.05762550368
266	0.05761012094
267	0.05755833929
268	0.0575234003
269	0.05748202899
270	0.05743699755
271	0.05738837611
272	0.05735967176
273	0.05726952057
274	0.05723746446
275	0.05720009786
276	0.05715764087
277	0.0571325625
278	0.05704402887
279	0.05701506454
280	0.05692559941
281	0.05686916675
282	0.05685456443
283	0.05680733713
284	0.05670508432
285	0.05665279716
286	0.05662089221
287	0.05659671448
288	0.05658546187
289	0.05650960132
290	0.05649119953
291	0.05647133054
292	0.05639392347
293	0.05630119633
294	0.05627100156
295	0.05623720114
296	0.05620784577
297	0.05617942777
298	0.05614118977
299	0.05611550104
300	0.05608738767
301	0.05602918246
302	0.05591649827
303	0.05588568903
304	0.0558540935
305	0.0558341755
306	0.05578115293
307	0.0557153757
308	0.05564641475
309	0.0555995825
310	0.05556804263
311	0.05553403436
312	0.05549852771
313	0.05546995039
314	0.05542236896
315	0.05533280072
316	0.05530725507
317	0.05526504414
318	0.05523632832
319	0.05514360153
320	0.0550479639
321	0.05500282392
322	0.05497488083
323	0.05486840056
324	0.05477965523
325	0.05475747393
326	0.05471434585
327	0.05465718545
328	0.05461431452
329	0.05457693431
330	0.05454195275
331	0.05444579416
332	0.05439798051
333	0.05430871946
334	0.05426586801
335	0.05424116568
336	0.05414541743
337	0.05408131759
338	0.05406202731
339	0.05405399441
340	0.05403664625
341	0.05401537666
342	0.05399131918
343	0.05397438754
344	0.05394327358
345	0.05389877069
346	0.05384509372
347	0.05381856628
348	0.05374180951
349	0.05372017486
350	0.05367937656
351	0.05360948663
352	0.05355629643
353	0.05351989556
354	0.05350535967
355	0.05341691926
356	0.05338805933
357	0.05337233252
358	0.05331570132
359	0.05327934084
360	0.05325803843
361	0.05322690659
362	0.05315616428
363	0.05312341853
364	0.05303674208
365	0.05300084462
366	0.05294952158
367	0.05289175655
368	0.052844732
369	0.05273677828
370	0.05264212129
371	0.05257892812
372	0.05251372658
373	0.05249624991
374	0.05246570262
375	0.052405248
376	0.05235062706
377	0.05228088392
378	0.05223168922
379	0.05217758923
380	0.05210671107
381	0.05197395037
382	0.0519401024
383	0.05191306492
384	0.05185147033
385	0.05179744259
386	0.05176885333
387	0.05168032056
388	0.05165229289
389	0.05160555902
390	0.05158458237
391	0.05150385712
392	0.05146512855
393	0.05144929401
394	0.05140218643
395	0.05135497033
396	0.05126554629
397	0.051191574
398	0.05113617894
399	0.0510646461
400	0.05102741894
401	0.0509430793
402	0.05091540023
403	0.05090095609
404	0.05086696718
405	0.05077450037
406	0.05073461959
407	0.05069842146
408	0.0506501207
409	0.05061294848
410	0.05057804527
411	0.05054121973
412	0.05051462708
413	0.05047675062
414	0.05043169448
415	0.05040689887
416	0.05036518564
417	0.05032275353
418	0.05029048324
419	0.05025905443
420	0.05024335383
421	0.05019757123
422	0.05016197705
423	0.05013354916
424	0.05009298876
425	0.05007070224
426	0.05004155602
427	0.05001650606
428	0.04998127848
429	0.0499573666
430	0.04993034394
431	0.0499117888
432	0.04989268836
433	0.04985170546
434	0.04981967008
435	0.04979427698
436	0.04977770489
437	0.04974458312
438	0.04970487257
439	0.04969264684
440	0.04967107609
441	0.04964630607
442	0.04962199992
443	0.04961005206
444	0.04959185447
445	0.04956966789
446	0.04955393872
447	0.04951976005
448	0.04948948736
449	0.0494704461
450	0.04943187939
451	0.0494094151
452	0.04937501744
453	0.04936091726
454	0.04933231568
455	0.04932403068
456	0.04931077368
457	0.04928292018
458	0.04923896418
459	0.04921872011
460	0.04919398476
461	0.04918147917
462	0.04915191508
463	0.04913945031
464	0.04910583776
465	0.04907845588
466	0.0490549105
467	0.0490358088
468	0.04900214827
469	0.04896800383
470	0.04890550687
471	0.04888446947
472	0.04886617982
473	0.04883573339
474	0.04879358504
475	0.0487724408
476	0.04876236699
477	0.04872577335
478	0.04870461931
479	0.04867737979
480	0.04865362824
481	0.04863273005
482	0.04860569844
483	0.04858132859
484	0.0485671691
485	0.04855312645
486	0.04848850024
487	0.04847092451
488	0.04843336493
489	0.04842270779
490	0.04840270229
491	0.04837892469
492	0.04833372978
493	0.04830786773
494	0.04829674436
495	0.04828505461
496	0.04825983416
497	0.04823632631
498	0.04814860065
499	0.04811041133
500	0.04806587469
501	0.04802416659
502	0.04798592457
503	0.04794767338
504	0.0479081791
505	0.04787004862
506	0.04783927339
507	0.04779018974
508	0.04774240826
509	0.04771906652
510	0.04768411233
511	0.0476680741
512	0.04764996849
513	0.04762391453
514	0.04760239866
515	0.04757574705
516	0.04755116161
517	0.04753511333
518	0.04749068697
519	0.04746164172
520	0.04743622781
521	0.04741625982
522	0.04738210977
523	0.04736374679
524	0.04735170797
525	0.04734075237
526	0.04733112275
527	0.04731960114
528	0.04731204733
529	0.04730089029
530	0.04728061208
531	0.04725634272
532	0.04721909723
533	0.04719307503
534	0.0471655782
535	0.04714878344
536	0.04713831967
537	0.0471294894
538	0.04712150289
539	0.04711331085
540	0.04710457647
541	0.0470936651
542	0.04708776789
543	0.04707337302
544	0.04704112322
545	0.04703153387
546	0.04702398449
547	0.04699530535
548	0.04697426125
549	0.04694196693
550	0.04693515345
551	0.0469261947
552	0.04689673959
553	0.04686244175
554	0.04684040628
555	0.04682662034
556	0.0468126201
557	0.04680077979
558	0.04679346516
559	0.04677447435
560	0.04675428598
561	0.04673781071
562	0.04672059182
563	0.04670308046
564	0.04669348481
565	0.04668612949
566	0.04666857425
567	0.04666421497
568	0.04665823197
569	0.04662632317
570	0.0465807912
571	0.04656161712
572	0.04654954261
573	0.04654144448
574	0.04652648212
575	0.04650911948
576	0.04649795365
577	0.04645037288
578	0.04642495029
579	0.04639270136
580	0.04636254149
581	0.04633614075
582	0.04632250888
583	0.04631085936
584	0.04630393879
585	0.04629735153
586	0.04629045717
587	0.04628301825
588	0.04627110366
589	0.04625345022
590	0.04624120619
591	0.04622625009
592	0.04622074005
593	0.04621111605
594	0.04619530841
595	0.04618413966
596	0.04617252969
597	0.04615092033
598	0.04613396253
599	0.04611974856
600	0.04610537817
601	0.0460904697
602	0.04607946977
603	0.04606251343
604	0.04604897342
605	0.04602370978
606	0.04598222493
607	0.04596750128
608	0.04596089399
609	0.04594612881
610	0.04592823891
611	0.0459152716
612	0.04590924883
613	0.04586288597
614	0.04584389918
615	0.04582842683
616	0.04581831832
617	0.04580502489
618	0.0457948138
619	0.04576656051
620	0.04575857418
621	0.0457101057
622	0.04565132812
623	0.04563743276
624	0.04562526645
625	0.04561434731
626	0.04560386022
627	0.04557371345
628	0.04556097797
629	0.04555113433
630	0.04553963904
631	0.04553253937
632	0.04552781239
633	0.04551947427
634	0.04551468551
635	0.04550251966
636	0.04549365858
637	0.04548603432
638	0.04547385303
639	0.04545814234
640	0.04544296033
641	0.04543322591
642	0.04541748774
643	0.04539999124
644	0.04538414483
645	0.04536589334
646	0.04534939113
647	0.0453201413
648	0.04531319667
649	0.0452950786
650	0.04528779838
651	0.04528075423
652	0.04526638732
653	0.045253691
654	0.04524165004
655	0.04521056696
656	0.04520507059
657	0.04519424756
658	0.04517783723
659	0.04515764189
660	0.04515040253
661	0.04513489256
662	0.04512270263
663	0.0451134061
664	0.04509930724
665	0.04508920913
666	0.04507582594
667	0.04504229743
668	0.045023113
669	0.04501606406
670	0.04500129141
671	0.04498129765
672	0.04496120958
673	0.04493854726
674	0.04493367398
675	0.04491997493
676	0.0449122023
677	0.04490029076
678	0.0448926285
679	0.04488310452
680	0.04487776709
681	0.04487087817
682	0.04485079294
683	0.04484157944
684	0.04482771833
685	0.04482312132
686	0.04481454106
687	0.04480879791
688	0.04480318175
689	0.04479404554
690	0.04477692994
691	0.04476219357
692	0.04475406434
693	0.04474854527
694	0.04474102147
695	0.04473218584
696	0.04472560798
697	0.04471858122
698	0.0447025581
699	0.04469372226
700	0.04468059232
701	0.04467024819
702	0.044644328
703	0.04462624451
704	0.04459657781
705	0.04458798762
706	0.04458305562
707	0.04457385577
708	0.04454496983
709	0.04452246943
710	0.04451477172
711	0.04450675894
712	0.04449465141
713	0.04448492257
714	0.04446635027
715	0.04445354187
716	0.04443347029
717	0.04442214339
718	0.04439637779
719	0.04437461694
720	0.04436512712
721	0.04435521007
722	0.04433703414
723	0.04432818211
724	0.04432319956
725	0.04431909417
726	0.04431373515
727	0.04430581323
728	0.04429865825
729	0.04429065019
730	0.04428895815
731	0.04428064307
732	0.04427421668
733	0.04426579677
734	0.04425040485
735	0.04422960402
736	0.04421908159
737	0.04421126866
738	0.04419754741
739	0.04418937058
740	0.04418061132
741	0.0441755417
742	0.04414682895
743	0.04412622101
744	0.04411767856
745	0.04409376256
746	0.0440843103
747	0.04407366722
748	0.04406601554
749	0.04406102213
750	0.04405647618
751	0.04405159507
752	0.04404835742
753	0.04404216239
754	0.04403834452
755	0.04403259229
756	0.04400295736
757	0.043973845
758	0.04397073729
759	0.04396621791
760	0.04394576776
761	0.04393204312
762	0.04392453957
763	0.04391088377
764	0.04389147009
765	0.04388469415
766	0.04388206921
767	0.04387228679
768	0.04387028259
769	0.04386603717
770	0.04386273017
771	0.04385867067
772	0.04385241024
773	0.04384903702
774	0.04383437718
775	0.04382949232
776	0.04382192832
777	0.0438183675
778	0.04379420913
779	0.04378691054
780	0.04376697516
781	0.04375727055
782	0.04374002345
783	0.04372978104
784	0.04371814391
785	0.04371007994
786	0.04369270508
787	0.04368585805
788	0.04367256487
789	0.04366879388
790	0.04366292197
791	0.04365093672
792	0.04363265825
793	0.04362538608
794	0.04361553349
795	0.0436076621
796	0.04360025914
797	0.0435845084
798	0.04357768197
799	0.04356731667
800	0.04355756568
801	0.04353568232
802	0.04352161255
803	0.04350869795
804	0.04350167294
805	0.04349290245
806	0.04348011624
807	0.04347483956
808	0.0434716476
809	0.04346076316
810	0.04345527373
811	0.04345187704
812	0.04344154378
813	0.04343417382
814	0.04342074114
815	0.04340958247
816	0.043400574
817	0.04339452681
818	0.04338829471
819	0.04338294097
820	0.04337411755
821	0.04335981017
822	0.04335054258
823	0.04334382544
824	0.0433321092
825	0.04332222585
826	0.04331565924
827	0.04330741229
828	0.04329873036
829	0.04329020479
830	0.04327867001
831	0.04326382177
832	0.04324908817
833	0.04324761736
834	0.04324512774
835	0.04323944421
836	0.04322422476
837	0.04321895765
838	0.04320897609
839	0.04319983007
840	0.04318904239
841	0.04317999145
842	0.04317855349
843	0.04317161885
844	0.04316157861
845	0.04314734763
846	0.04313910649
847	0.04312779012
848	0.04312204346
849	0.04310988855
850	0.04309357055
851	0.04308334388
852	0.04307829122
853	0.04307533659
854	0.04305952876
855	0.04305026506
856	0.04302833412
857	0.04302688808
858	0.04297492208
859	0.04296707732
860	0.04295980309
861	0.04295346215
862	0.0429358205
863	0.04291643103
864	0.04291220357
865	0.04290393823
866	0.04290137529
867	0.04288609329
868	0.04288388865
869	0.04288241587
870	0.04288082224
871	0.04287376238
872	0.04287193942
873	0.04286450041
874	0.04286152791
875	0.04285772543
876	0.04284816538
877	0.04283338223
878	0.04282914043
879	0.04282466623
880	0.0428123997
881	0.04280748879
882	0.04280549594
883	0.04279810764
884	0.04278122917
885	0.04277149396
886	0.04276303974
887	0.04275555287
888	0.04274467517
889	0.0427364939
890	0.04272672373
891	0.04271999006
892	0.04270594559
893	0.04269039936
894	0.04268159494
895	0.04266938301
896	0.04266289095
897	0.04264846386
898	0.04263853218
899	0.04263063599
900	0.04262155711
901	0.04260796719
902	0.0425906944
903	0.04257509913
904	0.04256610525
905	0.04254668388
906	0.0425410172
907	0.04253862163
908	0.04253422514
909	0.04252892831
910	0.04250978781
911	0.04250014756
912	0.04249700199
913	0.04249292406
914	0.04248780333
915	0.04246876038
916	0.04245943459
917	0.04245613517
918	0.04245187478
919	0.04244579491
920	0.04243685171
921	0.04242039026
922	0.04241354812
923	0.04239318378
924	0.04237132322
925	0.04236304455
926	0.04235070419
927	0.04234467267
928	0.04233613189
929	0.04232783342
930	0.04231995924
931	0.04231021163
932	0.04230297351
933	0.04228792684
934	0.04227908937
935	0.04226562188
936	0.04224507134
937	0.04221857026
938	0.04221082038
939	0.0422030733
940	0.04219509324
941	0.04218537184
942	0.04217476778
943	0.04216395846
944	0.04215377073
945	0.0421443405
946	0.0421277288
947	0.04211716631
948	0.0420791355
949	0.04207033029
950	0.04206475697
951	0.04205576223
952	0.04204913572
953	0.04203111144
954	0.04202544994
955	0.04201704244
956	0.041985186
957	0.04196471205
958	0.04195071938
959	0.04194665461
960	0.04193914706
961	0.04191534447
962	0.04190429149
963	0.04189409734
964	0.04188339588
965	0.04186587189
966	0.04185751636
967	0.04184907619
968	0.04184394754
969	0.04183259924
970	0.04182015902
971	0.04179910262
972	0.04179299097
973	0.04178011985
974	0.04176228926
975	0.04175822363
976	0.04174413594
977	0.04172860273
978	0.04172192522
979	0.04170339515
980	0.04169494188
981	0.04168210661
982	0.04167699221
983	0.04166994523
984	0.04166330567
985	0.04166076569
986	0.04165249176
987	0.04164847613
988	0.04164337983
989	0.04164206396
990	0.0416378713
991	0.04163633303
992	0.04163121905
993	0.04162305159
994	0.04161231013
995	0.04160331857
996	0.04159876324
997	0.0415944741
998	0.04158571713
999	0.04157927284
